provider,category,product,service_type,region_code,region_name,sku_or_plan,cpu_vcpu,memory_gb,storage_gb,gpu,price_amount,price_unit,currency,billing_basis,notes,source_url,fetched_at
Azure,cloud_major,Virtual Machines Easv4 Series,vm,eastasia,AP East,Standard_E4-2as_v4,,,,none,0.0668,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4-2as_v4 Low Priority; sku=E4-2as_v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dasv6 Series,vm,eastus,US East,Standard_D96as_v6,,,,none,0.89339,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96as v6 Spot; sku=D96as v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv7 Series,vm,japaneast,JA East,Standard_E2ads_v7,,,,none,0.034927,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E2ads v7 Spot; sku=E2ads v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Daldsv6 Series,vm,southeastasia,AP Southeast,Standard_D48alds_v6,,,,none,2.87,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48alds v6; sku=D48alds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Fasv6 Series,vm,uksouth,UK South,Standard_F16as_v6,,,,none,1.27,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F16as v6; sku=F16as v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebdsv5 Series,vm,westeurope,EU West,Standard_E2bds_v5,,,,none,0.199,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E2bds v5; sku=Standard_E2bds_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Bsv2 Series Cloud Services,vm,westus3,US West 3,Standard_B4ls_v2,,,,none,0.0663,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B4ls v2 Low Priority; sku=B4ls v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddv4 Series,vm,australiaeast,AU East,Standard_D48d_v4,,,,none,0.846547,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48d v4 Spot; sku=D48d v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv4 Series,vm,eastasia,AP East,Standard_D2ds_v4,,,,none,0.028644,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2ds v4 Spot; sku=D2ds v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NCSv3 Series,vm,eastus,US East,Standard_NC24s_v3,,,,none,2.448,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NC24s v3 Low Priority; sku=NC24s v3 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dplsv5 Series,vm,japaneast,JA East,Standard_D4pls_v5,,,,none,0.171,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4pls v5; sku=Standard_D4pls_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dasv4 Series,vm,southeastasia,AP Southeast,Standard_D2as_v4,,,,none,0.022176,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2as v4 Spot; sku=D2as v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dnldsv6 Series Linux,vm,uksouth,UK South,Standard_D64nlds_v6,,,,none,0.63732,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64nlds v6 Spot; sku=D64nlds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,westeurope,EU West,Standard_E64-32s_v5,,,,none,4.864,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64-32s v5; sku=E64-32s v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famsv7 Series,vm,westus3,US West 3,Standard_F64-32ams_v7,,,,none,1.058534,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F64-32ams v7 Spot; sku=F64-32ams v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev4 Series,vm,australiaeast,AU East,Standard_E16_v4,,,,none,0.265518,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16 v4 Spot; sku=E16 v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebdsv5 Series,vm,eastasia,AP East,Standard_E112ibds_v5,,,,none,13.675,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E112ibds v5; sku=Standard_E112ibds_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpdsv6 Series,vm,eastus,US East,Standard_D4pds_v6,,,,none,0.184,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4pds v6; sku=D4pds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv6 Series,vm,japaneast,JA East,Standard_E8-4as_v6,,,,none,0.621,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8-4as v6; sku=E8-4as v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv5 Series,vm,southeastasia,AP Southeast,Standard_E16ads_v5,,,,none,0.254,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16ads v5 Low Priority; sku=E16ads v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NC Promo Series,vm,uksouth,UK South,Standard_NC12_Promo,,,,none,1.129,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NC12; sku=NC12.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,westeurope,EU West,Standard_E16-8ds_v5,,,,none,0.277,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16-8ds v5 Low Priority; sku=E16-8ds v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NDsr H100 v5 Series,vm,westus3,US West 3,Standard_ND96isr_H100_v5,,,,none,98.32,hour,USD,Consumption,Azure Retail Prices API raw row; meter=ND96isrH100v5; sku=ND96isrH100v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev5 Series,vm,australiaeast,AU East,Standard_E64_v5,,,,none,0.966,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64 v5 Low Priority; sku=Standard_E64_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv4 Series,vm,eastasia,AP East,Standard_D48ds_v4,,,,none,3.72,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48ds v4; sku=D48ds v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv5 Series,vm,eastus,US East,Standard_E16as_v5,,,,none,0.181,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16as v5 Low Priority; sku=E16as v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCasv5-series Linux,vm,japaneast,JA East,Standard_DC4as_v5,,,,none,0.041395,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC4as v5 Spot; sku=Standard_DC4as_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv6 Series,vm,southeastasia,AP Southeast,Standard_D64ds_v6,,,,none,4.984,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64ds v6; sku=D64ds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpsv6 Series,vm,uksouth,UK South,Standard_D2ps_v6,,,,none,0.081,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2ps v6; sku=D2ps v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eav4 Series,vm,westeurope,EU West,Standard_E32a_v4,,,,none,2.432,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32a v4/E32as v4; sku=E32a v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpdsv5 Series,vm,westus3,US West 3,Standard_D2pds_v5,,,,none,0.0904,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2pds v5; sku=Standard_D2pds_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv6 Series,vm,australiaeast,AU East,Standard_E64-32ads_v6,,,,none,1.077384,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64-32ads v6 Spot; sku=E64-32ads v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv4 Series,vm,eastasia,AP East,Standard_E64-16as_v4,,,,none,5.344,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64-16as_v4; sku=E64-16as_v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FXmsv2 Series,vm,eastus,US East,Standard_FX16-4ms_v2,,,,none,1.771,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX16-4ms v2; sku=FX16-4ms v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Daldsv7 Series,vm,japaneast,JA East,Standard_D32alds_v7,,,,none,1.984,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32alds v7; sku=D32alds v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv6 Series,vm,southeastasia,AP Southeast,Standard_E8-2ds_v6,,,,none,0.145807,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8-2ds v6 Spot; sku=E8-2ds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev5 Series,vm,westeurope,EU West,Standard_E96_v5,,,,none,1.348301,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96 v5 Spot; sku=Standard_E96_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NGadsV620v1 Series,vm,westus3,US West 3,Standard_NG32ads_V620_v1,,,,none,2.54,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NG32adsV620; sku=NG32adsV620.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NC Promo Series,vm,australiaeast,AU East,Standard_NC24r_Promo,,,,none,3.006,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NC24r; sku=NC24r.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpldsv5 Series,vm,eastasia,AP East,Standard_D48plds_v5,,,,none,2.352,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48plds v5; sku=Standard_D48plds_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Bpsv2 Series Cloud Services,vm,eastus,US East,Standard_B2ps_v2,,,,none,0.0764,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B2ps v2; sku=B2ps v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FXmdsv2 Series,vm,japaneast,JA East,Standard_FX32-16mds_v2,,,,none,6.348,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX32-16mds v2; sku=FX32-16mds v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Bpsv2 Series Cloud Services,vm,southeastasia,AP Southeast,Standard_B8ps_v2,,,,none,0.376,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B8ps v2; sku=B8ps v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FSv2 Series,vm,uksouth,UK South,Standard_F32s_v2,,,,none,1.616,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F32s v2; sku=F32s v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines D Series,vm,westeurope,EU West,Standard_D4,,,,none,0.672,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4/DS4; sku=D4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv3 Series,vm,westus3,US West 3,Standard_D32-16s_v3,,,,none,0.283853,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32-16s v3 Spot; sku=D32-16s v3 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dplsv5 Series,vm,eastasia,AP East,Standard_D48pls_v5,,,,none,0.413,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48pls v5 Low Priority; sku=Standard_D48pls_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCsv3 Series Linux,vm,eastus,US East,Standard_DC1s_v3,,,,none,0.096,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC1s_v3; sku=standard_DC1s_v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FXmdsv2 Series,vm,japaneast,JA East,Standard_FX12-6mds_v2,,,,none,2.381,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX12-6mds v2; sku=FX12-6mds v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv4 Series,vm,southeastasia,AP Southeast,Standard_E32-8as_v4,,,,none,0.486,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-8as_v4 Low Priority; sku=E32-8as_v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,ECadsv5-series Linux,vm,uksouth,UK South,Standard_EC32ads_v5,,,,none,0.455347,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC32ads_v5 Spot; sku=Standard_EC32ads_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dadsv5 Series,vm,westeurope,EU West,Standard_D64ads_v5,,,,none,0.7392,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64ads v5 Spot; sku=Standard_D64ads_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv7 Series,vm,westus3,US West 3,Standard_E4as_v7,,,,none,0.238,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4as v7; sku=E4as v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv4 Series,vm,australiaeast,AU East,Standard_E64-16as_v4,,,,none,0.966,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64-16as_v4 Low Priority; sku=E64-16as_v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv5 Series,vm,eastasia,AP East,Standard_D96ds_v5,,,,none,1.374912,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96ds v5 Spot; sku=Standard_D96ds_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECesv6 Series,vm,eastus,US East,Standard_EC8es_v6,,,,none,0.529,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC8esv6; sku=EC8esv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCdsv3 Series Linux,vm,japaneast,JA East,Standard_DC24ds_v3,,,,none,3.504,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC24ds_v3; sku=standard_D24ds_v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Daldsv6 Series,vm,southeastasia,AP Southeast,Standard_D96alds_v6,,,,none,5.741,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96alds v6; sku=D96alds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Falsv6 Series,vm,uksouth,UK South,Standard_F4als_v6,,,,none,0.281,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F4als v6; sku=F4als v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dndsv6 Series Linux,vm,westeurope,EU West,Standard_D64nds_v6,,,,none,6.672,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64nds v6; sku=D64nds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dasv5 Promo Series,vm,westus3,US West 3,Standard_D48as_v5_Promo,,,,none,0.43,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48as v5 Promo Spot; sku=Standard_D48as_v5_Promo Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECasccv5 Series,vm,australiaeast,AU East,Standard_EC96as_cc_v5,,,,none,6.528,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC96ascc v5; sku=Standard_EC96as_cc_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
